ID,Gender,Age,ZIP Code,Education,Experience,Family,Income,CCAvg,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan,,Income,Bin Size,Frequency table for INCOME column,,,,,CCAvg,Bin Size,Frequency table for CCAvg column,,,,,,Experience,Bin Size,Frequency table for EXPERIENCE column,,,,
A_214,M,35,94720,3,10,4,79,2.1,182,0,0,1,0,0,,145,,,,,,,4.3,,,,,,,,36,,,,,,
A_215,F,60,95051,2,36,3,31,0.4,0,0,0,1,1,0,,145,,,,,,,4.3,,,,,,,,36,,,,,,
A_216,F,57,95133,1,31,2,131,2.7,394,0,0,0,1,0,,144,,,,,,,4.3,,,,,,,,35,,,,,,
A_217,F,44,92399,2,19,1,70,0.2,230,1,0,0,0,0,,144,,,,,,,4.3,,,,,,,,35,,,,,,
A_218,M,61,91129,3,36,3,38,0.9,82,0,0,1,1,0,,143,,,,,,,4.3,,,,,,,,35,,,,,,
A_219,F,33,95211,1,7,1,83,2.5,0,1,1,1,1,0,,143,,,,,,,4.3,,,,,,,,35,,,,,,
A_220,F,45,95008,1,20,1,59,2.4,0,1,1,1,0,0,,143,,,,,,,4.3,,,,,,,,35,,,,,,
A_221,F,45,94066,1,21,1,121,4.7,0,0,0,0,0,0,,142,,,,,,,4.3,,,,,,,,35,,,,,,
A_222,F,64,95929,3,38,2,42,0.7,137,0,0,1,0,0,,142,,,,,,,4.3,,,,,,,,35,,,,,,
A_223,F,50,94701,1,24,4,32,1.8,109,0,0,1,0,0,,142,,,,,,,4.3,,,,,,,,35,,,,,,
A_224,M,28,91105,1,3,4,29,0.8,135,0,0,1,0,0,,142,,,,,,,4.3,,,,,,,,35,,,,,,
A_225,F,37,90065,2,12,2,40,1.1,0,1,0,0,1,0,,142,,,,,,,4.3,,,,,,,,35,,,,,,
A_226,F,62,90740,3,36,3,25,0.3,0,0,0,1,1,0,,142,,,,,,,4.25,,,,,,,,35,,,,,,
A_227,F,29,90717,2,5,4,21,0.4,89,0,0,0,1,0,,141,,,,,,,4.25,,,,,,,,35,,,,,,
A_228,M,49,95819,2,23,3,79,0.7,151,0,0,1,0,0,,141,,,,,,,4.2,,,,,,,,35,,,,,,
A_229,M,46,95814,3,22,2,52,2.1,221,0,0,0,0,0,,141,,,,,,,4.2,,,,,,,,35,,,,,,
A_230,F,60,95521,2,34,4,61,1.7,229,0,0,0,0,0,,141,,,,,,,4.2,,,,,,,,35,,,,,,
A_231,F,55,94720,1,31,2,25,0.2,0,0,0,0,0,0,,141,,,,,,,4.2,,,,,,,,35,,,,,,
A_232,M,33,92717,3,8,1,155,7.4,0,0,0,0,0,1,,141,,,,,,,4.2,,,,,,,,35,,,,,,
A_233,M,53,92008,1,29,2,25,0.4,0,0,0,1,0,0,,141,,,,,,,4.1,,,,,,,,35,,,,,,
A_234,M,50,95616,1,24,4,80,4.9,0,0,0,1,0,0,,141,,,,,,,4.1,,,,,,,,35,,,,,,
A_235,M,28,92647,2,3,4,55,1.7,0,0,0,1,1,0,,141,,,,,,,4.1,,,,,,,,35,,,,,,
A_236,M,42,95053,3,17,2,23,0,0,0,0,0,0,0,,141,,,,,,,4.1,,,,,,,,35,,,,,,
A_237,M,33,90630,1,9,1,60,1.2,0,0,0,1,1,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_238,F,40,96003,1,14,2,54,0.7,0,0,0,0,0,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_239,F,31,94720,1,6,4,44,0.8,0,0,0,0,0,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_240,M,41,94309,2,16,4,33,0,0,0,0,1,0,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_241,M,52,94720,2,27,2,45,2,121,0,0,0,1,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_242,M,65,94526,3,35,4,55,1.67,89,0,0,1,1,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_243,M,48,94105,1,24,1,134,5,0,0,0,0,1,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_244,M,45,94596,2,21,3,44,0.6,0,0,0,1,0,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_245,F,26,95051,1,0,2,149,7.2,154,0,0,0,0,0,,140,,,,,,,4.1,,,,,,,,35,,,,,,
A_246,M,64,92697,3,38,2,22,0.2,0,1,0,0,0,0,,139,,,,,,,4.1,,,,,,,,35,,,,,,
A_247,M,41,92691,2,14,3,74,2.33,0,0,0,1,0,0,,139,,,,,,,4,,,,,,,,35,,,,,,
A_248,M,43,92093,1,18,4,128,5.3,84,0,0,0,0,1,,139,,,,,,,4,,,,,,,,35,,,,,,
A_249,M,60,94061,1,36,4,62,2.2,0,0,0,0,0,0,,139,,,,,,,4,,,,,,,,35,,,,,,
A_250,M,62,91320,1,37,1,9,0.1,94,0,0,0,0,0,,138,,,,,,,4,,,,,,,,35,,,,,,
A_251,M,46,95023,3,21,2,9,0.7,0,0,0,1,0,0,,138,,,,,,,4,,,,,,,,35,,,,,,
A_252,M,36,94720,2,11,2,15,0.3,119,0,0,0,0,0,,138,,,,,,,4,,,,,,,,35,,,,,,
A_253,M,31,92037,1,5,4,28,0.8,0,0,0,0,0,0,,138,,,,,,,4,,,,,,,,35,,,,,,
A_254,M,43,93109,3,18,3,83,0.5,0,0,0,0,1,0,,135,,,,,,,4,,,,,,,,35,,,,,,
A_255,M,46,91360,3,22,1,73,0.8,117,0,0,0,0,0,,135,,,,,,,4,,,,,,,,35,,,,,,
A_256,M,50,94080,2,26,4,42,1.1,151,0,0,1,0,0,,135,,,,,,,4,,,,,,,,35,,,,,,
A_257,F,52,93117,2,27,2,34,0.7,114,0,0,1,1,0,,134,,,,,,,4,,,,,,,,35,,,,,,
A_258,M,27,94710,2,3,3,32,1,0,0,0,0,0,0,,134,,,,,,,4,,,,,,,,35,,,,,,
A_259,M,34,94720,1,9,1,68,2.8,0,0,0,1,0,0,,134,,,,,,,4,,,,,,,,35,,,,,,
A_260,F,49,95051,1,24,1,82,2.9,267,0,0,1,0,0,,134,,,,,,,4,,,,,,,,35,,,,,,
A_261,F,52,90650,2,26,2,19,0.7,0,0,0,0,1,0,,134,,,,,,,4,,,,,,,,35,,,,,,
A_262,M,37,95825,1,11,2,60,2.8,181,0,0,0,1,0,,134,,,,,,,3.9,,,,,,,,35,,,,,,
A_263,M,53,94720,1,27,1,192,1.7,601,0,0,1,0,0,,134,,,,,,,3.9,,,,,,,,35,,,,,,
A_264,F,54,91355,1,29,3,119,2,0,1,1,0,0,1,,134,,,,,,,3.9,,,,,,,,35,,,,,,
A_265,F,29,94080,1,3,2,190,4.5,0,0,0,1,0,0,,134,,,,,,,3.9,,,,,,,,35,,,,,,
A_266,M,35,93117,2,11,1,34,1.5,0,0,0,0,0,0,,134,,,,,,,3.9,,,,,,,,35,,,,,,
A_267,M,32,94608,1,6,4,44,0.2,0,1,1,1,1,0,,133,,,,,,,3.9,,,,,,,,35,,,,,,
A_268,F,38,91116,3,13,4,23,0.2,0,0,0,1,0,0,,133,,,,,,,3.9,,,,,,,,34,,,,,,
A_269,M,44,91330,1,20,4,171,0.7,567,0,1,1,1,1,,133,,,,,,,3.9,,,,,,,,34,,,,,,
A_270,F,44,92124,3,20,1,43,0.3,0,1,0,0,1,0,,133,,,,,,,3.8,,,,,,,,34,,,,,,
A_271,F,48,94309,1,22,1,139,0,0,0,1,1,1,0,,133,,,,,,,3.8,,,,,,,,34,,,,,,
A_272,F,46,93009,1,20,1,118,5.7,0,0,1,1,1,0,,133,,,,,,,3.8,,,,,,,,34,,,,,,
A_273,F,35,94596,3,9,3,113,0.8,0,0,0,1,0,1,,132,,,,,,,3.8,,,,,,,,34,,,,,,
A_274,M,56,91355,3,32,3,98,3.9,0,0,0,0,0,1,,132,,,,,,,3.8,,,,,,,,34,,,,,,
A_275,F,49,90024,1,24,1,70,2.9,0,0,0,0,1,0,,132,,,,,,,3.8,,,,,,,,34,,,,,,
A_276,F,57,92831,3,32,2,42,2.1,0,0,0,1,0,0,,132,,,,,,,3.8,,,,,,,,34,,,,,,
A_277,F,35,91365,1,10,1,143,8.6,0,0,0,1,1,0,,132,,,,,,,3.8,,,,,,,,34,,,,,,
A_278,M,44,94086,1,20,3,185,2.7,0,0,0,1,0,1,,132,,,,,,,3.8,,,,,,,,34,,,,,,
A_279,F,38,95821,2,14,4,28,0.4,100,0,0,1,0,0,,131,,,,,,,3.8,,,,,,,,34,,,,,,
A_280,M,57,94080,1,33,3,45,1.5,181,1,1,1,1,0,,131,,,,,,,3.8,,,,,,,,34,,,,,,
A_281,M,35,92121,2,10,1,78,2.6,0,0,0,0,0,0,,131,,,,,,,3.8,,,,,,,,34,,,,,,
A_282,M,29,92806,1,3,2,121,1.3,0,0,0,0,0,0,,131,,,,,,,3.8,,,,,,,,34,,,,,,
A_283,F,58,94542,1,32,1,59,1.6,0,0,0,1,0,0,,131,,,,,,,3.8,,,,,,,,34,,,,,,
A_284,F,40,92661,1,16,4,64,2.67,0,1,0,1,0,0,,131,,,,,,,3.8,,,,,,,,34,,,,,,
A_285,F,51,92373,1,26,2,15,0,114,0,0,1,0,0,,131,,,,,,,3.7,,,,,,,,34,,,,,,
A_286,M,61,90740,1,36,1,10,0.1,0,0,0,0,0,0,,131,,,,,,,3.7,,,,,,,,34,,,,,,
A_287,F,46,90036,3,20,2,61,0.4,0,0,0,0,0,0,,131,,,,,,,3.7,,,,,,,,34,,,,,,
A_288,F,55,93010,1,31,4,50,1.5,0,0,0,1,0,0,,130,,,,,,,3.7,,,,,,,,34,,,,,,
A_289,M,35,95045,3,10,4,79,2.1,0,1,0,1,0,0,,130,,,,,,,3.7,,,,,,,,34,,,,,,
A_290,M,60,90025,1,34,1,35,0.2,0,0,0,1,0,0,,130,,,,,,,3.67,,,,,,,,34,,,,,,
A_291,M,28,94534,3,3,4,11,0.5,0,0,0,0,0,0,,130,,,,,,,3.6,,,,,,,,34,,,,,,
A_292,F,43,95054,1,19,1,128,4.7,0,0,0,1,0,0,,130,,,,,,,3.6,,,,,,,,34,,,,,,
A_293,F,61,90033,3,36,3,55,0.9,0,0,0,1,1,0,,130,,,,,,,3.6,,,,,,,,34,,,,,,
A_294,F,48,95747,2,22,3,79,0.7,0,0,0,1,0,0,,130,,,,,,,3.6,,,,,,,,34,,,,,,
A_295,M,65,94923,1,39,2,18,0.4,0,1,1,1,1,0,,130,,,,,,,3.6,,,,,,,,34,,,,,,
A_296,M,45,92373,2,19,2,91,1.7,0,1,0,1,0,0,,130,,,,,,,3.6,,,,,,,,34,,,,,,
A_297,F,36,94604,3,11,4,9,0.2,0,0,0,0,1,0,,130,,,,,,,3.6,,,,,,,,34,,,,,,
A_298,F,45,95818,3,20,2,62,2.2,0,0,0,1,0,0,,129,,,,,,,3.6,,,,,,,,34,,,,,,
A_299,F,60,94110,1,34,1,59,1.6,231,0,0,1,0,0,,129,,,,,,,3.6,,,,,,,,34,,,,,,
A_300,M,47,90404,1,22,1,25,0.1,148,0,0,1,0,0,,129,,,,,,,3.6,,,,,,,,34,,,,,,
A_301,F,32,96008,1,7,4,54,1.3,0,1,0,1,0,0,,129,,,,,,,3.5,,,,,,,,34,,,,,,
A_302,M,48,93014,2,23,1,112,5.1,86,1,1,1,0,1,,129,,,,,,,3.5,,,,,,,,34,,,,,,
A_303,F,33,91320,1,8,1,125,0,0,0,0,1,1,0,,129,,,,,,,3.5,,,,,,,,34,,,,,,
A_304,F,49,94022,2,23,4,194,8.3,0,0,0,0,1,1,,129,,,,,,,3.5,,,,,,,,34,,,,,,
A_305,M,56,94720,3,32,1,161,5.8,0,1,0,0,0,1,,129,,,,,,,3.5,,,,,,,,34,,,,,,
A_306,F,59,91105,1,33,1,35,0.2,171,0,0,0,0,0,,129,,,,,,,3.4,,,,,,,,34,,,,,,
A_307,M,56,92704,1,30,2,113,2.7,352,0,0,0,1,0,,128,,,,,,,3.4,,,,,,,,34,,,,,,
A_308,M,30,92123,2,4,2,25,0.3,0,0,0,0,0,0,,128,,,,,,,3.4,,,,,,,,34,,,,,,
A_309,M,59,95630,3,29,3,45,2,0,0,0,1,0,0,,128,,,,,,,3.4,,,,,,,,34,,,,,,
A_310,F,38,94571,1,13,2,119,7.8,221,0,0,0,0,0,,128,,,,,,,3.4,,,,,,,,34,,,,,,
A_311,F,47,94118,2,22,4,30,0.4,115,0,0,1,1,0,,128,,,,,,,3.4,,,,,,,,34,,,,,,
A_312,F,54,91330,2,29,4,79,3.8,0,1,0,1,0,0,,128,,,,,,,3.4,,,,,,,,34,,,,,,
A_313,M,34,94303,3,9,1,178,0.8,0,0,0,0,0,1,,128,,,,,,,3.4,,,,,,,,33,,,,,,
A_314,F,41,94143,2,16,2,23,0.3,118,0,0,0,0,0,,128,,,,,,,3.4,,,,,,,,33,,,,,,
A_315,F,47,94546,1,23,2,171,1.4,284,0,0,1,1,0,,128,,,,,,,3.4,,,,,,,,33,,,,,,
A_316,F,44,90041,3,19,4,74,1.9,0,0,0,0,0,0,,128,,,,,,,3.4,,,,,,,,33,,,,,,
A_317,F,43,90089,1,18,3,103,1,180,0,0,1,1,0,,125,,,,,,,3.4,,,,,,,,33,,,,,,
A_318,F,31,94720,1,7,1,99,4,0,0,0,1,0,0,,125,,,,,,,3.33,,,,,,,,33,,,,,,
A_319,F,28,95616,3,2,4,43,1.3,0,0,0,1,1,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_320,F,55,93106,3,25,4,23,0.4,88,0,0,0,0,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_321,F,42,94583,2,17,1,91,0.1,199,0,0,1,1,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_322,F,53,95051,2,29,1,93,2.7,256,0,0,1,0,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_323,F,30,90230,1,6,1,154,6,0,0,0,0,0,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_324,F,65,92717,3,40,3,21,0.1,0,0,0,0,1,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_325,F,43,93065,3,18,2,65,2.2,0,0,0,1,0,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_326,M,56,90089,2,32,1,15,0.1,0,0,0,1,0,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_327,M,25,95126,3,0,3,52,2.6,159,0,0,0,0,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_328,M,35,95032,1,10,3,30,1.3,0,1,1,1,1,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_329,F,50,90630,2,26,1,42,1.6,0,0,0,1,0,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_330,F,36,90033,1,10,4,20,0.3,97,0,0,1,0,0,,125,,,,,,,3.3,,,,,,,,33,,,,,,
A_331,M,34,94015,2,8,4,60,2.2,0,0,0,0,1,0,,124,,,,,,,3.3,,,,,,,,33,,,,,,
A_332,F,32,94596,3,6,4,54,1.8,167,0,0,0,0,0,,124,,,,,,,3.3,,,,,,,,33,,,,,,
A_333,F,51,90401,1,25,4,60,2.6,97,0,0,1,0,0,,124,,,,,,,3.25,,,,,,,,33,,,,,,
A_334,F,52,95403,2,25,3,41,1,0,0,0,1,0,0,,124,,,,,,,3.2,,,,,,,,33,,,,,,
A_335,F,65,94304,2,39,3,30,0.7,0,0,0,1,1,0,,124,,,,,,,3.2,,,,,,,,33,,,,,,
A_336,F,51,95014,2,24,2,21,1,0,0,0,1,0,0,,123,,,,,,,3.2,,,,,,,,33,,,,,,
A_337,F,37,94066,2,13,1,105,0.8,0,0,0,0,1,0,,123,,,,,,,3.2,,,,,,,,33,,,,,,
A_338,F,35,90747,1,11,3,65,2.8,240,0,0,1,0,0,,123,,,,,,,3.2,,,,,,,,33,,,,,,
A_339,F,67,91741,1,41,2,20,0.4,80,0,0,0,0,0,,123,,,,,,,3.2,,,,,,,,33,,,,,,
A_340,F,30,91103,1,6,3,179,4.9,142,0,0,1,0,1,,123,,,,,,,3.2,,,,,,,,33,,,,,,
A_341,F,62,90274,1,38,1,161,2.9,0,1,1,1,1,0,,123,,,,,,,3.2,,,,,,,,33,,,,,,
A_342,M,42,95616,3,17,1,82,3.7,0,0,0,1,0,0,,123,,,,,,,3.2,,,,,,,,33,,,,,,
A_343,M,48,94588,2,22,1,43,1.2,112,0,0,1,0,0,,122,,,,,,,3.2,,,,,,,,33,,,,,,
A_344,F,61,92103,1,36,2,61,2.8,0,0,0,0,0,0,,122,,,,,,,3.2,,,,,,,,33,,,,,,
A_345,F,36,91342,3,6,4,90,1.8,0,1,0,0,0,0,,122,,,,,,,3.2,,,,,,,,33,,,,,,
A_346,F,48,94523,2,24,1,90,2.6,334,0,0,1,0,0,,122,,,,,,,3.1,,,,,,,,33,,,,,,
A_347,M,65,94553,1,39,2,21,0.4,0,0,0,0,0,0,,122,,,,,,,3.1,,,,,,,,33,,,,,,
A_348,M,25,92833,1,1,1,118,5.4,0,0,0,1,1,0,,122,,,,,,,3.1,,,,,,,,33,,,,,,
A_349,F,55,94025,2,30,2,44,2,0,0,0,1,0,0,,122,,,,,,,3.1,,,,,,,,33,,,,,,
A_350,M,63,95032,3,37,1,110,4.1,0,0,0,0,0,1,,122,,,,,,,3.1,,,,,,,,33,,,,,,
A_351,M,31,94065,2,5,4,99,1.8,268,0,0,0,0,0,,121,,,,,,,3.1,,,,,,,,33,,,,,,
A_352,M,43,94402,1,17,3,98,1.1,0,0,0,0,0,0,,121,,,,,,,3.1,,,,,,,,33,,,,,,
A_353,M,28,94538,2,4,3,69,0.7,80,0,0,1,0,0,,121,,,,,,,3.1,,,,,,,,33,,,,,,
A_354,M,37,95819,2,11,3,82,0.9,218,0,0,1,1,0,,121,,,,,,,3,,,,,,,,33,,,,,,
A_355,M,27,90066,1,3,3,112,2.5,389,1,0,1,0,0,,121,,,,,,,3,,,,,,,,33,,,,,,
A_356,F,62,90210,1,38,1,123,2.9,0,0,0,0,0,0,,121,,,,,,,3,,,,,,,,33,,,,,,
A_357,F,51,90037,2,24,1,78,2.67,0,0,0,1,0,0,,121,,,,,,,3,,,,,,,,33,,,,,,
A_358,F,56,95833,1,30,3,59,0.8,159,1,0,1,0,0,,121,,,,,,,3,,,,,,,,33,,,,,,
A_359,M,56,90401,2,30,3,78,1.7,0,0,0,0,0,0,,120,,,,,,,3,,,,,,,,33,,,,,,
A_360,F,44,94720,3,19,4,49,1.9,89,0,0,1,0,0,,120,,,,,,,3,,,,,,,,33,,,,,,
A_361,F,46,91365,2,19,3,82,2.67,0,0,0,0,0,0,,120,,,,,,,3,,,,,,,,33,,,,,,
A_362,M,56,91330,1,32,3,125,0.6,342,0,1,1,1,1,,120,,,,,,,3,,,,,,,,33,,,,,,
A_363,F,56,91711,1,30,1,185,2.9,0,0,0,0,0,0,,120,,,,,,,3,,,,,,,,33,,,,,,
A_364,F,57,94132,1,33,1,163,7.4,0,0,0,1,0,0,,120,,,,,,,3,,,,,,,,33,,,,,,
A_365,F,31,96001,3,6,4,19,1.1,104,0,1,1,1,0,,119,,,,,,,3,,,,,,,,33,,,,,,
A_366,M,65,94105,2,41,4,115,1.7,0,0,0,0,0,0,,119,,,,,,,3,,,,,,,,33,,,,,,
A_367,M,31,95006,2,7,2,81,2,0,0,1,1,1,0,,119,,,,,,,3,,,,,,,,32,,,,,,
A_368,F,36,94305,3,10,1,93,2.8,0,0,0,1,0,0,,119,,,,,,,3,,,,,,,,32,,,,,,
A_369,F,56,93106,1,30,4,111,0.3,372,1,1,1,0,1,,119,,,,,,,3,,,,,,,,32,,,,,,
A_370,F,52,90630,1,27,1,184,8.1,0,0,0,0,0,0,,119,,,,,,,3,,,,,,,,32,,,,,,
A_371,F,42,95126,2,18,4,50,2.2,0,0,0,0,0,0,,119,,,,,,,3,,,,,,,,32,,,,,,
A_372,M,55,94110,1,30,3,55,1.7,0,0,0,0,1,0,,119,,,,,,,3,,,,,,,,32,,,,,,
A_373,F,49,94608,3,24,1,13,0.4,101,1,0,0,0,0,,119,,,,,,,3,,,,,,,,32,,,,,,
A_374,F,51,94303,1,25,4,29,0.1,0,0,0,1,1,0,,118,,,,,,,2.9,,,,,,,,32,,,,,,
A_375,F,26,95003,1,2,4,72,2.6,0,0,0,1,0,0,,118,,,,,,,2.9,,,,,,,,32,,,,,,
A_376,F,32,94304,2,7,1,83,2.6,0,1,0,0,1,0,,118,,,,,,,2.9,,,,,,,,32,,,,,,
A_377,F,54,93065,3,29,1,98,0.1,0,0,0,0,0,0,,118,,,,,,,2.9,,,,,,,,32,,,,,,
A_378,F,50,95630,1,24,4,43,0.1,0,0,0,1,0,0,,118,,,,,,,2.9,,,,,,,,32,,,,,,
A_379,F,59,94115,1,33,1,34,0.2,0,0,0,1,0,0,,118,,,,,,,2.9,,,,,,,,32,,,,,,
A_380,F,61,91365,2,36,4,10,0.4,0,0,0,1,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_381,M,43,94305,1,19,2,201,6.67,0,1,0,1,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_382,M,39,94005,3,14,3,85,1.2,107,0,0,1,1,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_383,M,56,90095,3,26,3,50,1.4,0,0,0,0,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_384,M,38,95060,1,14,2,91,0,0,0,0,1,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_385,M,25,92507,1,-1,2,112,2,241,0,0,1,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_386,F,42,92866,1,17,2,98,0.4,275,0,0,1,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_387,F,42,93711,1,18,1,115,0.3,0,0,0,0,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_388,F,50,92037,2,26,4,22,0.5,112,0,0,1,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_389,F,56,90048,2,30,3,101,1.7,0,0,0,0,1,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_390,F,43,95616,3,18,2,83,3.8,112,0,0,0,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_391,M,60,94709,2,35,3,52,0.5,0,0,0,0,0,0,,115,,,,,,,2.9,,,,,,,,32,,,,,,
A_392,M,42,94304,2,16,3,191,4.8,0,1,1,1,0,1,,114,,,,,,,2.9,,,,,,,,32,,,,,,
A_393,M,57,92110,1,33,4,134,0.9,198,0,0,1,0,1,,114,,,,,,,2.9,,,,,,,,32,,,,,,
A_394,M,48,95616,2,24,1,54,1.6,186,0,0,1,0,0,,114,,,,,,,2.9,,,,,,,,32,,,,,,
A_395,M,37,91911,1,11,3,69,2.1,0,1,0,0,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_396,F,57,95138,3,32,3,64,1.6,0,0,0,1,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_397,F,62,96001,3,32,4,53,1.67,142,0,0,0,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_398,F,39,93555,3,9,2,118,6,246,0,1,1,1,1,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_399,F,38,92069,2,13,2,19,1.4,120,0,0,0,1,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_400,F,54,92130,3,28,2,31,0.4,0,0,0,0,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_401,M,45,95621,3,21,1,63,0.8,245,0,0,1,1,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_402,M,39,93023,3,15,1,25,1.4,0,0,0,0,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_403,F,45,90639,1,19,1,22,0.2,0,0,0,1,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_404,M,62,92009,3,38,1,78,1.8,0,0,0,0,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_405,M,43,90245,1,19,1,81,0.3,218,0,0,1,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_406,F,30,90095,2,6,1,41,2.4,0,0,0,1,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_407,F,35,93106,1,10,3,62,2.3,0,0,0,0,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_408,M,58,94122,3,34,1,35,1.2,0,0,0,1,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_409,M,44,94501,3,19,1,30,0.6,0,0,0,1,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_410,M,56,94080,2,29,3,51,1,0,0,0,1,0,0,,114,,,,,,,2.8,,,,,,,,32,,,,,,
A_411,F,28,92122,1,2,2,140,2,0,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_412,F,64,90073,1,39,3,73,2.4,185,0,0,0,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_413,F,63,91311,2,39,4,40,1.2,0,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_414,M,44,95814,3,20,1,69,0.8,0,0,0,1,1,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_415,M,34,94086,3,9,1,191,4.8,0,0,1,1,1,1,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_416,M,50,90291,2,24,3,82,3,0,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_417,M,51,95051,3,25,1,181,3.3,589,1,1,1,0,1,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_418,M,30,90245,3,4,1,38,1.9,0,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_419,M,55,94122,1,31,2,23,0.2,0,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_420,F,57,92630,3,33,1,55,1.8,0,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_421,F,43,95307,1,19,2,58,3.2,0,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_422,M,61,90210,2,36,2,29,0.5,0,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_423,M,49,95521,1,23,4,39,2.6,0,0,0,0,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_424,M,52,90095,2,28,3,39,1.9,83,0,1,1,1,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_425,M,57,93106,1,33,3,30,1.5,151,1,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_426,M,53,94720,3,23,4,58,2,0,0,0,1,1,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_427,M,52,94111,3,28,1,62,1.8,231,0,0,1,0,0,,113,,,,,,,2.8,,,,,,,,32,,,,,,
A_428,M,39,93955,1,15,4,62,2.4,86,0,0,0,0,0,,113,,,,,,,2.8,,,,,,,,31,,,,,,
A_429,M,58,90504,3,34,1,19,1.2,0,0,0,0,0,0,,112,,,,,,,2.8,,,,,,,,31,,,,,,
A_430,M,36,94109,2,12,1,38,1.5,0,0,0,0,0,0,,112,,,,,,,2.8,,,,,,,,31,,,,,,
A_431,F,45,94550,3,21,4,84,2,0,0,0,1,1,0,,112,,,,,,,2.8,,,,,,,,31,,,,,,
A_432,M,30,92037,2,5,1,78,2.6,0,0,0,1,0,0,,112,,,,,,,2.8,,,,,,,,31,,,,,,
A_433,M,49,90058,1,25,4,22,0.2,83,0,0,1,0,0,,112,,,,,,,2.8,,,,,,,,31,,,,,,
A_434,F,44,90245,3,20,4,81,2,277,0,0,1,0,0,,112,,,,,,,2.8,,,,,,,,31,,,,,,
